date,campaign_name,impressions,clicks,ad_spend,website_visits,add_to_cart,purchases,revenue
2025-03-25,Instagram_H1_2025,87907,5188.0,117707,3550,765,544,588064
2025-03-26,Instagram_H1_2025,83270,4123.0,32182,2162,731,1526,3198496
2025-03-27,Instagram_H1_2025,38478,7292.0,120203,6704,2213,1732,1598636
2025-03-28,Instagram_H1_2025,33952,2618.0,112864,2122,1691,928,922432
2025-03-29,Instagram_H1_2025,20591,6821.0,106639,3697,1358,347,255739
2025-03-30,Instagram_H1_2025,35266,7039.0,116145,2134,1821,1854,2386098
2025-03-31,Instagram_H1_2025,30258,3264.0,114197,6815,2087,936,1901016
2025-04-01,Instagram_H1_2025,68358,1968.0,62103,6276,2953,1619,2566115
2025-04-02,Instagram_H1_2025,61117,3401.0,117450,4901,3373,737,1605186
2025-04-03,Instagram_H1_2025,81028,6674.0,49157,2592,2096,583,1032493
2025-04-04,Instagram_H1_2025,32399,4474.0,54076,2306,1343,1933,2798984
2025-04-05,Instagram_H1_2025,72776,3527.0,101495,2707,3429,1910,1642600
2025-04-06,Instagram_H1_2025,69947,3331.0,115101,3850,928,414,534060
2025-04-07,Instagram_H1_2025,37461,7134.0,93579,5261,1996,733,606191
2025-04-08,Instagram_H1_2025,80301,2244.0,53560,4968,2890,728,594776
2025-04-09,Instagram_H1_2025,41574,4543.0,74161,7507,3260,1897,3054170
2025-04-10,Instagram_H1_2025,77819,5940.0,90927,7619,1642,1142,1638770
2025-04-11,Instagram_H1_2025,67994,8823.0,71686,1227,894,1643,3479874
2025-04-12,Instagram_H1_2025,35909,2447.0,39745,1556,2671,1472,2414080
2025-04-13,Instagram_H1_2025,40264,6590.0,99261,4452,534,460,376280
2025-04-14,Instagram_H1_2025,79918,2518.0,78616,2621,3301,1063,1190560
2025-04-15,Instagram_H1_2025,36630,7693.0,132109,2905,2749,1988,2908444
2025-04-16,Instagram_H1_2025,89640,2167.0,40096,5122,1935,1752,1315752
2025-04-17,Instagram_H1_2025,47112,2209.0,89063,5413,2813,456,522576
2025-04-18,Instagram_H1_2025,59389,1535.0,104084,7167,2073,404,654884
2025-04-19,Instagram_H1_2025,84643,7720.0,107201,3704,2097,837,980127
2025-04-20,Instagram_H1_2025,27808,1783.0,50333,4174,2856,970,1527750
2025-04-21,Instagram_H1_2025,56108,5474.0,106437,4813,2266,1240,1563640
2025-04-22,Instagram_H1_2025,60469,7575.0,83310,2641,1843,1947,4187997
2025-04-23,Instagram_H1_2025,45503,2051.0,58783,4225,3478,226,414936
2025-04-24,Instagram_H1_2025,31311,4221.0,108541,2296,1965,1137,2038641
2025-04-25,Instagram_H1_2025,63119,8837.0,80229,2864,1445,1592,1755976
2025-04-26,Instagram_H1_2025,43278,4785.0,97033,1758,660,1469,2464982
2025-04-27,Instagram_H1_2025,65008,3251.0,125319,1802,1410,857,1201514
2025-04-28,Instagram_H1_2025,29440,7750.0,57624,1442,1222,1987,1605496
2025-04-29,Instagram_H1_2025,40608,8181.0,148011,6986,735,286,288288
2025-04-30,Instagram_H1_2025,68863,4251.0,118080,4282,3138,527,866915
2025-05-01,Instagram_H1_2025,22457,1629.0,57944,1939,2088,1963,3631550
2025-05-02,Instagram_H1_2025,56393,3360.0,76337,7105,1351,1061,1449326
2025-05-03,Instagram_H1_2025,57644,3081.0,117798,5455,2335,503,623217
2025-05-04,Instagram_H1_2025,62128,4644.0,99246,1952,1104,1152,1249920
2025-05-05,Instagram_H1_2025,42028,8373.0,30558,7317,2248,561,427482
2025-05-06,Instagram_H1_2025,66702,2218.0,136681,4166,1364,526,1116172
2025-05-07,Instagram_H1_2025,57911,4570.0,63349,3613,2645,1552,2096752
2025-05-08,Instagram_H1_2025,86319,3889.0,143820,1510,1480,1018,2021748
2025-05-09,Instagram_H1_2025,59300,4354.0,143194,3779,2887,309,416841
2025-05-10,Instagram_H1_2025,88291,4630.0,133818,3910,2172,754,1192828
2025-05-11,Instagram_H1_2025,39629,5245.0,35437,1525,2221,233,363014
2025-05-12,Instagram_H1_2025,75831,7580.0,96065,4179,3140,1035,2033775
2025-05-13,Instagram_H1_2025,32475,5090.0,42368,3007,3437,682,1076196
2025-05-14,Instagram_H1_2025,62952,2000.0,58349,7578,2803,1926,2748402
2025-05-15,Instagram_H1_2025,83874,8732.0,100877,3418,1682,1414,1679832
2025-05-16,Instagram_H1_2025,69973,7351.0,113921,2487,1790,908,1154068
2025-05-17,Instagram_H1_2025,20596,2732.0,102343,1941,1565,1838,2282796
2025-05-18,Instagram_H1_2025,39368,7824.0,66031,4819,1119,461,726536
2025-05-19,Instagram_H1_2025,24467,3936.0,135899,3147,521,1347,2240061
2025-05-20,Instagram_H1_2025,41015,5003.0,31200,3231,677,1473,2096079
2025-05-21,Instagram_H1_2025,70625,6202.0,148221,4470,1075,537,1160457
2025-05-22,Instagram_H1_2025,67292,8316.0,42312,4724,854,1306,2199304
2025-05-23,Instagram_H1_2025,79148,7735.0,71465,2747,968,811,1742028
2025-05-24,Instagram_H1_2025,74316,2704.0,59447,5934,1787,561,883575
2025-05-25,Instagram_H1_2025,75702,4802.0,39424,5330,438,995,1393995
2025-05-26,Instagram_H1_2025,82660,5935.0,97251,2778,3258,1662,2085810
2025-05-27,Instagram_H1_2025,21597,5077.0,140835,1441,2090,705,1355010
2025-05-28,Instagram_H1_2025,64766,4133.0,130885,7572,848,1212,1988892
2025-05-29,Instagram_H1_2025,56998,2103.0,127155,2885,2190,360,650880
2025-05-30,Instagram_H1_2025,87951,1610.0,78918,5042,1872,1174,1090646
2025-05-31,Instagram_H1_2025,58155,4123.0,67144,6038,1013,869,974149
2025-06-01,Instagram_H1_2025,30929,2550.0,33200,7299,2306,467,832194
2025-06-02,Instagram_H1_2025,60093,7593.0,149921,1891,2717,897,1584102
2025-06-03,Instagram_H1_2025,64765,4596.0,30410,5228,1390,1525,1945900
2025-06-04,Instagram_H1_2025,45157,1703.0,101676,7682,2867,1697,1970217
2025-06-05,Instagram_H1_2025,42847,3053.0,148883,3861,2397,641,1087136
2025-06-06,Instagram_H1_2025,44653,2686.0,148344,3851,3134,1705,3457740
2025-06-07,Instagram_H1_2025,52993,6795.0,132784,7299,881,1448,1035320
2025-06-08,Instagram_H1_2025,59105,,63748,6962,2441,485,346775
2025-06-09,Instagram_H1_2025,63475,8180.0,144520,3033,2323,1363,1446143
2025-06-10,Instagram_H1_2025,23238,4037.0,125095,5436,418,526,740082
2025-06-11,Instagram_H1_2025,24958,5341.0,93891,7339,1737,1323,2788884
2025-06-12,Instagram_H1_2025,27686,2218.0,130456,3717,1058,1218,2142462
2025-06-13,Instagram_H1_2025,72012,1796.0,89919,4568,1858,1122,1950036
2025-06-14,Instagram_H1_2025,73367,2570.0,70334,5820,2205,267,585798
2025-06-15,Instagram_H1_2025,75331,3521.0,117924,1968,1957,871,694187
2025-06-16,Instagram_H1_2025,62777,7813.0,109925,1603,3305,1970,2202460
2025-06-17,Instagram_H1_2025,55321,8468.0,110458,2313,1665,287,302498
2025-06-18,Instagram_H1_2025,88615,5280.0,98608,1371,2165,1418,3040192
2025-06-19,Instagram_H1_2025,44645,7011.0,95783,1712,1888,1667,2863906
2025-06-20,Instagram_H1_2025,74815,7197.0,95778,4474,989,1475,1578250
2025-06-21,Instagram_H1_2025,86546,5130.0,46432,1699,1698,746,1361450
2025-06-22,Instagram_H1_2025,45628,7376.0,120037,2505,2249,481,945165
2025-06-23,Instagram_H1_2025,21674,6298.0,88066,4925,2724,708,1095984
2025-06-24,Instagram_H1_2025,86464,4480.0,119315,4043,476,1009,1821245
2025-06-25,Instagram_H1_2025,86770,7604.0,125851,5954,1758,1428,1949220
2025-06-26,Instagram_H1_2025,64970,7408.0,95489,5345,2841,1688,2324376
2025-06-27,Instagram_H1_2025,39314,8133.0,69813,1349,3205,1867,2154518
2025-06-28,Instagram_H1_2025,83830,3486.0,53122,1843,1166,596,1050748
2025-06-29,Instagram_H1_2025,52202,7259.0,65445,1911,3111,1471,1688708
2025-06-30,Instagram_H1_2025,76815,5356.0,34789,4364,2070,1096,2116376
