date,campaign_name,impressions,clicks,ad_spend,website_visits,add_to_cart,purchases,revenue
2024-03-09,Zepto_H1_2024,58551,3259.0,21966,934,1484,701,631601
2024-03-10,Zepto_H1_2024,65427,3396.0,85308,1360,1664,942,1456332
2024-03-11,Zepto_H1_2024,55581,4708.0,39137,2044,2324,1138,1787798
2024-03-12,Zepto_H1_2024,17478,2547.0,-15000,4659,1286,858,850278
2024-03-13,Zepto_H1_2024,34437,5880.0,49713,1614,1467,343,207172
2024-03-14,Zepto_H1_2024,63712,4655.0,26374,3803,2005,506,611248
2024-03-15,Zepto_H1_2024,35606,5529.0,25758,3259,1032,318,214968
2024-03-16,Zepto_H1_2024,26044,2845.0,43814,4429,1268,281,395086
2024-03-17,Zepto_H1_2024,19349,5275.0,91010,5171,350,505,776690
2024-03-18,Zepto_H1_2024,35598,4949.0,97240,1537,1003,385,590205
2024-03-19,Zepto_H1_2024,40923,5313.0,83991,1626,687,880,687280
2024-03-20,Zepto_H1_2024,64253,1972.0,50892,3949,1128,847,952875
2024-03-21,Zepto_H1_2024,32278,4209.0,81922,819,1936,273,331968
2024-03-22,Zepto_H1_2024,41582,6682.0,66332,3251,962,718,1210548
2024-03-23,Zepto_H1_2024,24399,2017.0,25332,3111,672,689,1210573
2024-03-24,Zepto_H1_2024,47628,2213.0,48831,4990,346,1005,1566795
2024-03-25,Zepto_H1_2024,29887,3959.0,109844,1817,1581,432,347760
2024-03-26,Zepto_H1_2024,26843,826.0,119214,3721,1294,1187,733566
2024-03-27,Zepto_H1_2024,33942,4492.0,65779,3550,368,1077,543885
2024-03-28,Zepto_H1_2024,44466,4006.0,50506,949,1275,686,1157968
2024-03-29,Zepto_H1_2024,18413,6245.0,95261,3330,1681,832,572416
2024-03-30,Zepto_H1_2024,63094,4674.0,48793,928,1696,372,638352
2024-03-31,Zepto_H1_2024,23280,1119.0,117962,4927,813,699,907302
2024-04-01,Zepto_H1_2024,23430,4646.0,95161,4640,271,288,209952
2024-04-02,Zepto_H1_2024,58017,6182.0,54140,4857,1457,575,300150
2024-04-03,Zepto_H1_2024,61074,908.0,61402,2530,2251,1134,717822
2024-04-04,Zepto_H1_2024,23246,1559.0,56728,5109,2495,1095,1021635
2024-04-05,Zepto_H1_2024,29403,4910.0,53783,4506,2427,849,1054458
2024-04-06,Zepto_H1_2024,68349,4500.0,107451,5035,1540,131,127725
2024-04-07,Zepto_H1_2024,63938,1503.0,114380,805,2215,1181,1432553
2024-04-08,Zepto_H1_2024,27729,4347.0,67400,5630,2199,1058,1768976
2024-04-09,Zepto_H1_2024,18564,3608.0,83434,922,1612,682,815672
2024-04-10,Zepto_H1_2024,20729,6386.0,29847,1345,1140,515,602550
2024-04-11,Zepto_H1_2024,65474,1582.0,26832,4513,1003,817,1437103
2024-04-12,Zepto_H1_2024,68556,5341.0,104553,1203,2108,686,1093484
2024-04-13,Zepto_H1_2024,35741,6432.0,100784,2401,1512,753,517311
2024-04-14,Zepto_H1_2024,42956,5846.0,28694,4544,1187,1112,604928
2024-04-15,Zepto_H1_2024,51637,6306.0,102372,5241,2148,1138,1515816
2024-04-16,Zepto_H1_2024,15350,5085.0,70263,1910,1324,771,1028514
2024-04-17,Zepto_H1_2024,18672,5962.0,112894,1034,1478,947,916696
2024-04-18,Zepto_H1_2024,28188,5018.0,61491,3310,2101,789,999663
2024-04-19,Zepto_H1_2024,31937,6820.0,55314,4367,597,1197,1910412
2024-04-20,Zepto_H1_2024,31796,2046.0,21950,1869,830,831,1222401
2024-04-21,Zepto_H1_2024,57514,4529.0,116830,761,2157,303,362085
2024-04-22,Zepto_H1_2024,25392,1917.0,89261,1055,848,866,557704
2024-04-23,Zepto_H1_2024,31610,4187.0,83608,5680,2325,994,1082466
2024-04-24,Zepto_H1_2024,17151,3090.0,111672,5627,825,1049,1660567
2024-04-25,Zepto_H1_2024,21465,2331.0,108020,4858,2177,724,818844
2024-04-26,Zepto_H1_2024,38709,2658.0,61060,5710,1894,660,608520
2024-04-27,Zepto_H1_2024,37436,6565.0,75122,2052,1100,243,128061
2024-04-28,Zepto_H1_2024,50439,,87255,715,2224,681,395661
2024-04-29,Zepto_H1_2024,36175,2426.0,35264,706,359,1083,929214
2024-04-30,Zepto_H1_2024,60241,4470.0,30280,2950,1163,531,600561
2024-05-01,Zepto_H1_2024,49613,2162.0,119997,745,1681,916,1259500
2024-05-02,Zepto_H1_2024,56221,1129.0,35265,3766,827,594,812592
2024-05-03,Zepto_H1_2024,22073,2234.0,24638,1921,1225,483,579600
2024-05-04,Zepto_H1_2024,23819,3723.0,55789,5860,2221,939,1655457
2024-05-05,Zepto_H1_2024,17129,6716.0,48226,2636,455,373,542342
2024-05-06,Zepto_H1_2024,26781,6744.0,95385,4794,1368,714,1268064
2024-05-07,Zepto_H1_2024,37717,1325.0,52503,2822,2088,430,688000
2024-05-08,Zepto_H1_2024,21111,275880.0,84981,5207,2093,1031,1510415
2024-05-09,Zepto_H1_2024,15859,3318.0,59273,5849,1487,745,1197960
2024-05-10,Zepto_H1_2024,68944,3714.0,29674,2506,2302,701,1230255
2024-05-11,Zepto_H1_2024,57729,1102.0,58770,2188,336,626,436322
2024-05-12,Zepto_H1_2024,51116,5181.0,85107,1650,2490,935,1404370
2024-05-13,Zepto_H1_2024,20718,4547.0,96176,1634,1050,1011,1687359
2024-05-14,Zepto_H1_2024,20906,887.0,22356,1325,2343,189,182385
2024-05-15,Zepto_H1_2024,32301,4649.0,24637,4027,1741,106,168646
2024-05-16,Zepto_H1_2024,58900,6339.0,55228,2000,2450,176,127600
2024-05-17,Zepto_H1_2024,41522,4207.0,34042,4470,844,234,175266
2024-05-18,Zepto_H1_2024,19281,6480.0,105035,5999,1747,663,1110525
2024-05-19,Zepto_H1_2024,54094,5293.0,39619,4358,344,919,482475
2024-05-20,Zepto_H1_2024,44601,5575.0,98693,2370,850,184,276184
2024-05-21,Zepto_H1_2024,59800,2175.0,30401,3181,1705,916,684252
2024-05-22,Zepto_H1_2024,65163,4291.0,89380,5725,1044,291,148992
2024-05-23,Zepto_H1_2024,35510,2533.0,33148,4921,1983,1129,1163999
2024-05-24,Zepto_H1_2024,44487,6066.0,119316,2515,2315,276,465336
2024-05-25,Zepto_H1_2024,45672,4265.0,86748,3523,1823,443,469580
2024-05-26,Zepto_H1_2024,51986,6967.0,38673,3448,2200,1167,1898709
2024-05-27,Zepto_H1_2024,21626,1570.0,90267,5966,1349,423,258030
2024-05-28,Zepto_H1_2024,34573,6215.0,93672,1404,2474,681,986769
2024-05-29,Zepto_H1_2024,34224,4884.0,82040,1480,746,779,722133
2024-05-30,Zepto_H1_2024,59816,1654.0,63325,3892,2315,1008,1273104
2024-05-31,Zepto_H1_2024,37249,4463.0,47275,2403,1793,358,509076
2024-06-01,Zepto_H1_2024,41834,4298.0,60644,5594,2369,787,447016
2024-06-02,Zepto_H1_2024,22593,1995.0,118358,2148,1203,1097,1360280
2024-06-03,Zepto_H1_2024,68599,1923.0,55287,1968,993,970,493730
2024-06-04,Zepto_H1_2024,62053,6244.0,41146,3472,1074,166,127820
2024-06-05,Zepto_H1_2024,17685,3358.0,58795,5866,256,290,314070
2024-06-06,Zepto_H1_2024,29795,2950.0,100411,3655,905,313,410030
2024-06-07,Zepto_H1_2024,66204,2332.0,43207,2894,1186,365,557355
2024-06-08,Zepto_H1_2024,29376,2727.0,116155,1878,337,257,454376
2024-06-09,Zepto_H1_2024,17196,2994.0,90033,5367,2185,1098,1450458
2024-06-10,Zepto_H1_2024,68013,3556.0,28577,1198,479,628,897412
2024-06-11,Zepto_H1_2024,18341,3027.0,79544,4774,2159,588,999012
2024-06-12,Zepto_H1_2024,50299,2194.0,53369,2854,1352,1028,530448
2024-06-13,Zepto_H1_2024,16922,2844.0,92116,4193,664,164,140712
2024-06-14,Zepto_H1_2024,0,5621.0,48565,3036,646,1100,1355200
2024-06-15,Zepto_H1_2024,24754,2180.0,61393,4733,439,170,96560
2024-06-16,Zepto_H1_2024,26329,4090.0,83519,4633,1555,1019,1040399
2024-06-17,Zepto_H1_2024,25466,6197.0,90720,5504,292,497,767865
2024-06-18,Zepto_H1_2024,29698,5562.0,21263,5242,1791,388,590148
2024-06-19,Zepto_H1_2024,60851,5114.0,55246,5541,588,322,501032
2024-06-20,Zepto_H1_2024,49542,3453.0,114842,688,242,1160,747040
2024-06-21,Zepto_H1_2024,35032,5690.0,71560,4532,1197,521,612175
2024-06-22,Zepto_H1_2024,41068,1020.0,40766,3196,1180,549,719190
2024-06-23,Zepto_H1_2024,60179,948.0,110377,3708,2314,1131,1157013
2024-06-24,Zepto_H1_2024,33205,2005.0,39546,3663,568,95,70300
2024-06-25,Zepto_H1_2024,43890,4507.0,105076,3078,493,613,562734
2024-06-26,Zepto_H1_2024,45624,1273.0,87162,2584,2370,270,350460
2024-06-27,Zepto_H1_2024,59677,4525.0,73198,5184,1915,530,484420
2024-06-28,Zepto_H1_2024,38635,4268.0,79227,3152,2395,581,934829
2024-06-29,Zepto_H1_2024,45280,4565.0,41090,3082,2325,723,732399
2024-06-30,Zepto_H1_2024,54914,4540.0,118381,4375,2272,1125,1703250
