date,campaign_name,impressions,clicks,ad_spend,website_visits,add_to_cart,purchases,revenue
2025-03-15,GoogleAds_H1_2025,50939,1640.0,106540,6391,1798,1804,2242372
2025-03-16,GoogleAds_H1_2025,89578,2360.0,115223,2105,900,836,842688
2025-03-17,GoogleAds_H1_2025,62287,8653.0,140982,4936,2614,397,696735
2025-03-18,GoogleAds_H1_2025,40484,7192.0,54877,6850,1652,1710,2404260
2025-03-19,GoogleAds_H1_2025,59301,2076.0,99688,4944,3127,1826,3104200
2025-03-20,GoogleAds_H1_2025,64757,2451.0,94098,3494,1668,419,475146
2025-03-21,GoogleAds_H1_2025,83592,3424.0,66206,4983,2495,392,703640
2025-03-22,GoogleAds_H1_2025,48774,3877.0,98294,5244,751,892,682380
2025-03-23,GoogleAds_H1_2025,23700,2572.0,139304,5731,750,1149,1039845
2025-03-24,GoogleAds_H1_2025,75384,6795.0,83244,4550,415,891,1676862
2025-03-25,GoogleAds_H1_2025,78380,6861.0,60759,6538,3083,799,1526889
2025-03-26,GoogleAds_H1_2025,25180,5272.0,145008,5423,3147,980,2116800
2025-03-27,GoogleAds_H1_2025,64497,3531.0,119801,5448,2641,1230,1488300
2025-03-28,GoogleAds_H1_2025,87002,7499.0,97145,4668,1360,511,398580
2025-03-29,GoogleAds_H1_2025,46960,4824.0,62825,1945,1323,638,1094170
2025-03-30,GoogleAds_H1_2025,47928,5351.0,52492,5059,2792,1627,1483824
2025-03-31,GoogleAds_H1_2025,38307,2683.0,59385,5419,3018,1477,3107608
2025-04-01,GoogleAds_H1_2025,40343,3107.0,121895,1227,508,808,1447128
2025-04-02,GoogleAds_H1_2025,67928,3281.0,91035,4870,2284,1988,2043664
2025-04-03,GoogleAds_H1_2025,79474,3956.0,71600,1918,2962,749,575232
2025-04-04,GoogleAds_H1_2025,57272,1517.0,70752,3596,3128,1554,1933176
2025-04-05,GoogleAds_H1_2025,52684,8229.0,31704,4234,603,262,380162
2025-04-06,GoogleAds_H1_2025,42379,6075.0,54836,4621,3246,1072,1765584
2025-04-07,GoogleAds_H1_2025,88391,7921.0,119446,2437,2834,1360,977840
2025-04-08,GoogleAds_H1_2025,76537,2841.0,52569,2457,1784,1464,2266272
2025-04-09,GoogleAds_H1_2025,76842,6901.0,145565,1808,3487,1088,1761472
2025-04-10,GoogleAds_H1_2025,22531,8508.0,71531,4854,2018,1412,2574076
2025-04-11,GoogleAds_H1_2025,28234,4392.0,60385,4700,2712,1594,2690672
2025-04-12,GoogleAds_H1_2025,37152,7231.0,31785,3451,3033,500,707000
2025-04-13,GoogleAds_H1_2025,36583,,58369,3891,1525,923,2027831
2025-04-14,GoogleAds_H1_2025,27446,7741.0,39067,5558,3197,1724,1879160
2025-04-15,GoogleAds_H1_2025,48587,3415.0,53376,5665,3187,786,1476894
2025-04-16,GoogleAds_H1_2025,53652,8960.0,96261,2867,2618,1002,1124244
2025-04-17,GoogleAds_H1_2025,88976,7876.0,127223,3765,3035,1343,1359116
2025-04-18,GoogleAds_H1_2025,51874,3496.0,116663,1960,607,1512,2751840
2025-04-19,GoogleAds_H1_2025,86077,5870.0,97786,6474,2794,1855,2665635
2025-04-20,GoogleAds_H1_2025,34073,2749.0,67459,3709,1236,573,743754
2025-04-21,GoogleAds_H1_2025,50540,2231.0,49226,1228,1760,1236,2664816
2025-04-22,GoogleAds_H1_2025,40475,5951.0,103180,3695,597,1015,1228150
2025-04-23,GoogleAds_H1_2025,25700,3975.0,104494,5149,700,1548,3198168
2025-04-24,GoogleAds_H1_2025,24677,2522.0,145048,6561,1805,1539,1500525
2025-04-25,GoogleAds_H1_2025,70659,7407.0,44530,1534,1827,773,1521264
2025-04-26,GoogleAds_H1_2025,71552,7575.0,103644,5940,2895,536,1111664
2025-04-27,GoogleAds_H1_2025,77790,8794.0,76459,5119,1344,1222,2558868
2025-04-28,GoogleAds_H1_2025,21007,8071.0,66706,7601,1075,388,699564
2025-04-29,GoogleAds_H1_2025,57381,2604.0,73860,2555,2436,281,257115
2025-04-30,GoogleAds_H1_2025,52852,3235.0,44930,6582,2436,1058,883430
2025-05-01,GoogleAds_H1_2025,29274,4369.0,137217,5433,3231,1330,1082620
2025-05-02,GoogleAds_H1_2025,86184,7496.0,149484,2261,1281,1083,1678650
2025-05-03,GoogleAds_H1_2025,79717,7595.0,94074,3178,2051,1764,2324952
2025-05-04,GoogleAds_H1_2025,82327,3075.0,88146,1384,2196,611,746642
2025-05-05,GoogleAds_H1_2025,81369,6461.0,141105,6658,1425,1620,1735020
2025-05-06,GoogleAds_H1_2025,25475,7521.0,35096,4639,3125,440,716760
2025-05-07,GoogleAds_H1_2025,47013,6908.0,74633,3637,1515,1469,1962584
2025-05-08,GoogleAds_H1_2025,68751,7344.0,83055,3324,2801,278,469264
2025-05-09,GoogleAds_H1_2025,21727,6844.0,112176,1223,2661,1475,1441075
2025-05-10,GoogleAds_H1_2025,32206,7722.0,124139,3493,1401,1816,3602944
2025-05-11,GoogleAds_H1_2025,83933,8189.0,92359,5577,3460,886,1254576
2025-05-12,GoogleAds_H1_2025,74373,2847.0,98903,3311,1612,1657,2510355
2025-05-13,GoogleAds_H1_2025,75754,4246.0,74111,1739,2938,302,389882
2025-05-14,GoogleAds_H1_2025,87523,5752.0,46775,6310,2218,1372,1056440
2025-05-15,GoogleAds_H1_2025,69794,2371.0,136142,5594,2243,807,1219377
2025-05-16,GoogleAds_H1_2025,62897,449965.0,94701,6683,2177,1324,1682804
2025-05-17,GoogleAds_H1_2025,23521,6618.0,61476,7406,472,683,639288
2025-05-18,GoogleAds_H1_2025,63812,3410.0,57932,1976,3089,1057,1642578
2025-05-19,GoogleAds_H1_2025,47009,8089.0,102728,3501,1993,1183,2558829
2025-05-20,GoogleAds_H1_2025,82421,3215.0,60712,4617,2603,1451,1253664
2025-05-21,GoogleAds_H1_2025,77452,4577.0,149016,4600,3160,1237,1752829
2025-05-22,GoogleAds_H1_2025,61929,6644.0,143360,5373,2281,1214,1615834
2025-05-23,GoogleAds_H1_2025,33513,2415.0,80190,4568,2260,851,1866243
2025-05-24,GoogleAds_H1_2025,68003,7201.0,138827,5893,3308,1263,993981
2025-05-25,GoogleAds_H1_2025,25635,2971.0,124842,6873,632,1026,1919646
2025-05-26,GoogleAds_H1_2025,50777,2290.0,103381,6195,3175,641,1293538
2025-05-27,GoogleAds_H1_2025,75077,7912.0,74246,7930,1977,581,439817
2025-05-28,GoogleAds_H1_2025,56262,5399.0,93804,1981,1721,963,2108007
2025-05-29,GoogleAds_H1_2025,25011,6899.0,69439,4359,2088,241,235457
2025-05-30,GoogleAds_H1_2025,75694,2668.0,52498,1890,1495,419,750010
2025-05-31,GoogleAds_H1_2025,63353,4081.0,98890,7163,1019,1979,4015391
2025-06-01,GoogleAds_H1_2025,89787,4873.0,128978,7118,1676,561,601953
2025-06-02,GoogleAds_H1_2025,60180,7361.0,91488,5017,1386,961,2077682
2025-06-03,GoogleAds_H1_2025,46840,3089.0,98343,2770,3120,1329,962196
2025-06-04,GoogleAds_H1_2025,32214,4457.0,130419,6616,2509,1697,1576513
2025-06-05,GoogleAds_H1_2025,21937,8533.0,42980,3914,1216,891,784080
2025-06-06,GoogleAds_H1_2025,81608,3532.0,95843,4315,3020,1195,1718410
2025-06-07,GoogleAds_H1_2025,30543,3171.0,70013,5330,1121,317,665383
2025-06-08,GoogleAds_H1_2025,52962,3854.0,31827,7261,1628,761,1178028
2025-06-09,GoogleAds_H1_2025,34124,7581.0,114110,4003,1353,931,1216817
2025-06-10,GoogleAds_H1_2025,43688,7626.0,113708,7621,3370,1744,3500208
2025-06-11,GoogleAds_H1_2025,30181,8659.0,43113,6604,3178,213,213852
2025-06-12,GoogleAds_H1_2025,59024,5391.0,55571,1430,1036,1760,1247840
2025-06-13,GoogleAds_H1_2025,35217,1873.0,124117,4890,2295,358,428884
2025-06-14,GoogleAds_H1_2025,42084,1623.0,92231,7830,791,1247,1596160
2025-06-15,GoogleAds_H1_2025,70357,3333.0,90676,4308,2497,1687,2353365
2025-06-16,GoogleAds_H1_2025,30828,5183.0,39979,3095,2513,600,760800
2025-06-17,GoogleAds_H1_2025,37477,5635.0,95240,2734,2651,892,821532
2025-06-18,GoogleAds_H1_2025,78211,1841.0,37785,1973,826,1442,1838550
2025-06-19,GoogleAds_H1_2025,80938,7535.0,114955,2234,2774,1680,2551920
2025-06-20,GoogleAds_H1_2025,77204,2256.0,64966,4902,495,761,871345
2025-06-21,GoogleAds_H1_2025,75338,6034.0,122618,7698,2919,1646,2037748
2025-06-22,GoogleAds_H1_2025,64581,3056.0,136205,7907,2586,301,297689
2025-06-23,GoogleAds_H1_2025,67759,1774.0,114506,4946,2598,925,1698300
2025-06-24,GoogleAds_H1_2025,80034,6156.0,55535,6371,494,916,1069888
2025-06-25,GoogleAds_H1_2025,66175,7747.0,102835,2754,1944,1108,1919056
2025-06-26,GoogleAds_H1_2025,78490,4797.0,64360,7540,1050,1717,1533281
2025-06-27,GoogleAds_H1_2025,76256,3879.0,85524,4959,2690,1142,842796
2025-06-28,GoogleAds_H1_2025,60751,8234.0,44594,1232,2732,1554,1440558
2025-06-29,GoogleAds_H1_2025,35235,8276.0,72953,2534,2316,418,418836
2025-06-30,GoogleAds_H1_2025,82579,8733.0,73274,1570,760,1978,3633586
