date,campaign_name,impressions,clicks,ad_spend,website_visits,add_to_cart,purchases,revenue
2024-10-17,Zepto_H2_2024,69833,3851.0,102923,4532,1838,587,541214
2024-10-18,Zepto_H2_2024,23060,2885.0,46712,5435,230,279,247473
2024-10-19,Zepto_H2_2024,46400,4850.0,34146,5192,323,1064,962920
2024-10-20,Zepto_H2_2024,42116,1474.0,37867,1936,871,1006,852082
2024-10-21,Zepto_H2_2024,57798,1442.0,109813,4118,2259,558,491040
2024-10-22,Zepto_H2_2024,43535,1778.0,43094,5723,374,1070,864560
2024-10-23,Zepto_H2_2024,67072,736.0,42808,5072,1339,153,77112
2024-10-24,Zepto_H2_2024,36385,1193.0,83915,4477,1359,647,1008673
2024-10-25,Zepto_H2_2024,53905,3662.0,99719,5125,284,109,180177
2024-10-26,Zepto_H2_2024,58664,6242.0,84167,3805,1530,218,363842
2024-10-27,Zepto_H2_2024,53157,4089.0,101437,2889,2085,687,559905
2024-10-28,Zepto_H2_2024,60706,5984.0,102010,5323,2143,674,920684
2024-10-29,Zepto_H2_2024,50630,2625.0,96850,3618,1390,1192,986976
2024-10-30,Zepto_H2_2024,27317,2200.0,78073,5370,893,525,594300
2024-10-31,Zepto_H2_2024,58683,1114.0,100269,1195,982,789,988617
2024-11-01,Zepto_H2_2024,63827,2377.0,107658,2331,905,1030,979530
2024-11-02,Zepto_H2_2024,50357,1156.0,81091,3096,1808,693,1203048
2024-11-03,Zepto_H2_2024,53235,4438.0,39871,5242,1656,1023,777480
2024-11-04,Zepto_H2_2024,48328,5501.0,31975,3568,1700,1002,1702398
2024-11-05,Zepto_H2_2024,45916,4919.0,99966,4738,1909,229,134881
2024-11-06,Zepto_H2_2024,20018,6911.0,110234,2879,776,450,455850
2024-11-07,Zepto_H2_2024,69774,5718.0,89123,1897,1611,931,1569666
2024-11-08,Zepto_H2_2024,38401,1061.0,39724,3110,394,396,464508
2024-11-09,Zepto_H2_2024,45949,4523.0,76883,2018,1529,1000,1391000
2024-11-10,Zepto_H2_2024,26730,4757.0,93992,2626,661,1071,1653624
2024-11-11,Zepto_H2_2024,68335,2128.0,92117,4103,969,1148,1045828
2024-11-12,Zepto_H2_2024,40428,3925.0,20411,3299,1135,686,445900
2024-11-13,Zepto_H2_2024,56170,5686.0,74273,2578,286,452,526580
2024-11-14,Zepto_H2_2024,69641,2339.0,83822,4979,1928,1169,1450729
2024-11-15,Zepto_H2_2024,38652,3876.0,106452,3878,1016,806,1007500
2024-11-16,Zepto_H2_2024,62268,6978.0,25912,5629,1637,654,897288
2024-11-17,Zepto_H2_2024,46803,4308.0,62400,2917,1046,495,745470
2024-11-18,Zepto_H2_2024,46450,5244.0,41579,1666,2081,229,239992
2024-11-19,Zepto_H2_2024,37427,2906.0,68224,3187,2376,467,649597
2024-11-20,Zepto_H2_2024,29840,3753.0,36367,5232,1946,982,1433720
2024-11-21,Zepto_H2_2024,16584,3257.0,93190,3063,243,508,431292
2024-11-22,Zepto_H2_2024,0,3102.0,101005,2377,1884,609,785610
2024-11-23,Zepto_H2_2024,66452,3430.0,84167,2077,1193,250,335750
2024-11-24,Zepto_H2_2024,40794,3407.0,79319,867,832,1118,1642342
2024-11-25,Zepto_H2_2024,43209,3234.0,30331,2811,1930,476,243712
2024-11-26,Zepto_H2_2024,60107,279332.0,101433,3993,697,1083,568575
2024-11-27,Zepto_H2_2024,66779,3831.0,114160,2721,426,919,1070635
2024-11-28,Zepto_H2_2024,53364,1588.0,117829,3357,2314,697,545054
2024-11-29,Zepto_H2_2024,36238,3852.0,73791,635,1687,596,579312
2024-11-30,Zepto_H2_2024,35611,5762.0,117050,5731,2078,613,602579
2024-12-01,Zepto_H2_2024,43439,6157.0,65102,808,2282,623,978733
2024-12-02,Zepto_H2_2024,22183,4254.0,35407,1974,266,546,862134
2024-12-03,Zepto_H2_2024,29034,4807.0,43176,3531,2019,954,1268820
2024-12-04,Zepto_H2_2024,50440,5122.0,23675,2073,814,156,230256
2024-12-05,Zepto_H2_2024,50362,3268.0,46102,2672,1117,788,1030704
2024-12-06,Zepto_H2_2024,32549,5842.0,85014,2390,2249,379,483983
2024-12-07,Zepto_H2_2024,61106,2408.0,98263,1719,1506,1005,1330620
2024-12-08,Zepto_H2_2024,31252,5136.0,40140,2066,597,842,1396036
2024-12-09,Zepto_H2_2024,59793,2546.0,28496,3414,1931,444,725940
2024-12-10,Zepto_H2_2024,23244,1942.0,113567,4732,1884,829,1466501
2024-12-11,Zepto_H2_2024,58000,3767.0,53189,3306,1991,159,103827
2024-12-12,Zepto_H2_2024,48772,2359.0,43193,4437,656,985,1178060
2024-12-13,Zepto_H2_2024,56594,4088.0,101846,2517,647,1067,566577
2024-12-14,Zepto_H2_2024,40368,843.0,64649,2424,2026,358,581392
2024-12-15,Zepto_H2_2024,68127,926.0,26171,2801,1340,940,747300
2024-12-16,Zepto_H2_2024,61729,2325.0,52758,2647,336,98,84378
2024-12-17,Zepto_H2_2024,44260,5348.0,91067,1882,489,625,441250
2024-12-18,Zepto_H2_2024,30854,2646.0,52815,2890,1865,508,879856
2024-12-19,Zepto_H2_2024,48597,3579.0,65642,1717,1634,666,341658
2024-12-20,Zepto_H2_2024,40083,4986.0,104292,1765,1381,822,1346436
2024-12-21,Zepto_H2_2024,38392,2878.0,45030,3579,2157,541,649200
2024-12-22,Zepto_H2_2024,68092,3920.0,42025,3275,657,617,329478
2024-12-23,Zepto_H2_2024,56916,703.0,74675,3169,1133,559,877630
2024-12-24,Zepto_H2_2024,18154,4740.0,103136,4977,303,1057,1165871
2024-12-25,Zepto_H2_2024,27402,2752.0,71071,4938,724,1174,1818526
2024-12-26,Zepto_H2_2024,37531,1262.0,96977,1868,2249,1102,973066
2024-12-27,Zepto_H2_2024,64817,5648.0,50713,1955,2284,288,296352
2024-12-28,Zepto_H2_2024,18979,4214.0,55625,5572,1610,372,650256
2024-12-29,Zepto_H2_2024,19549,5902.0,113929,4274,2016,328,547760
2024-12-30,Zepto_H2_2024,43906,1468.0,76464,3392,875,921,1304136
2024-12-31,Zepto_H2_2024,37430,2513.0,93654,3921,712,364,453544
