date,campaign_name,impressions,clicks,ad_spend,website_visits,add_to_cart,purchases,revenue
2024-11-01,GoogleAds_H2_2024,61292,6746.0,113003,4326,2265,342,467172
2024-11-02,GoogleAds_H2_2024,0,4632.0,107055,4687,1329,446,528064
2024-11-03,GoogleAds_H2_2024,61211,2950.0,105670,4719,840,1131,1263327
2024-11-04,GoogleAds_H2_2024,32428,2535.0,72377,1089,987,1025,986050
2024-11-05,GoogleAds_H2_2024,44971,6754.0,34089,2640,1708,1131,1679535
2024-11-06,GoogleAds_H2_2024,53225,6192.0,35932,3588,1709,360,437400
2024-11-07,GoogleAds_H2_2024,64751,723.0,77029,4020,2061,824,875912
2024-11-08,GoogleAds_H2_2024,59374,1222.0,104738,1764,2199,741,875121
2024-11-09,GoogleAds_H2_2024,66777,3116.0,37822,1226,2196,1031,733041
2024-11-10,GoogleAds_H2_2024,22161,2099.0,38337,1387,1628,1114,1611958
2024-11-11,GoogleAds_H2_2024,57071,3031.0,51382,2492,1680,653,573987
2024-11-12,GoogleAds_H2_2024,69839,1823.0,28099,877,1322,754,1151358
2024-11-13,GoogleAds_H2_2024,66790,6544.0,65973,4103,1160,622,528078
2024-11-14,GoogleAds_H2_2024,48129,2240.0,103665,4247,2165,166,281038
2024-11-15,GoogleAds_H2_2024,27948,995.0,44634,787,413,600,952800
2024-11-16,GoogleAds_H2_2024,23656,5079.0,64462,703,711,571,574426
2024-11-17,GoogleAds_H2_2024,21067,5358.0,23062,3960,1097,1112,1626856
2024-11-18,GoogleAds_H2_2024,53357,2680.0,50602,827,204,467,485213
2024-11-19,GoogleAds_H2_2024,20594,6568.0,77846,1700,716,253,261602
2024-11-20,GoogleAds_H2_2024,32916,1042.0,71720,4075,2434,236,169212
2024-11-21,GoogleAds_H2_2024,55220,1223.0,56733,2585,1790,257,265995
2024-11-22,GoogleAds_H2_2024,47411,4611.0,113694,3514,1909,849,695331
2024-11-23,GoogleAds_H2_2024,68437,1977.0,59383,1968,2460,805,887915
2024-11-24,GoogleAds_H2_2024,36776,4623.0,102025,2557,1108,594,958122
2024-11-25,GoogleAds_H2_2024,17978,2337.0,21220,4647,1322,248,270568
2024-11-26,GoogleAds_H2_2024,59094,4252.0,43041,2675,1567,142,216692
2024-11-27,GoogleAds_H2_2024,53734,5397.0,79628,3833,1603,937,528468
2024-11-28,GoogleAds_H2_2024,21856,5831.0,28466,4694,2206,904,746704
2024-11-29,GoogleAds_H2_2024,36543,5823.0,115414,4762,1106,721,867363
2024-11-30,GoogleAds_H2_2024,17919,5351.0,115658,2548,2127,914,1147070
2024-12-01,GoogleAds_H2_2024,55278,2745.0,116156,1979,2495,1030,1033090
2024-12-02,GoogleAds_H2_2024,18380,6070.0,92917,4890,1167,918,1216350
2024-12-03,GoogleAds_H2_2024,51210,1750.0,90247,3637,1062,498,542820
2024-12-04,GoogleAds_H2_2024,40836,5079.0,84001,5234,416,582,949824
2024-12-05,GoogleAds_H2_2024,50826,4572.0,25094,3232,1548,543,275301
2024-12-06,GoogleAds_H2_2024,36860,6615.0,47768,5607,1791,1002,1485966
2024-12-07,GoogleAds_H2_2024,40557,4652.0,82265,4310,1468,718,1074128
2024-12-08,GoogleAds_H2_2024,26361,5086.0,95260,5214,1066,265,439105
2024-12-09,GoogleAds_H2_2024,59862,6058.0,61583,910,531,989,1564598
2024-12-10,GoogleAds_H2_2024,21610,3450.0,46575,2031,1929,713,358639
2024-12-11,GoogleAds_H2_2024,20826,4583.0,87359,1330,449,345,484035
2024-12-12,GoogleAds_H2_2024,69773,3011.0,54003,4494,1376,659,384197
2024-12-13,GoogleAds_H2_2024,55245,4755.0,46410,4523,2345,176,284768
2024-12-14,GoogleAds_H2_2024,50875,2083.0,41397,4870,1465,955,496600
2024-12-15,GoogleAds_H2_2024,43349,5297.0,70772,1924,1463,278,323592
2024-12-16,GoogleAds_H2_2024,35133,3485.0,69998,2438,2435,230,335110
2024-12-17,GoogleAds_H2_2024,18313,5116.0,88264,4198,1600,301,482804
2024-12-18,GoogleAds_H2_2024,59954,4575.0,67477,3160,990,317,258672
2024-12-19,GoogleAds_H2_2024,21351,5352.0,74233,611,793,883,1151432
2024-12-20,GoogleAds_H2_2024,68290,2482.0,51094,4402,917,603,536670
2024-12-21,GoogleAds_H2_2024,36466,4868.0,76465,3573,1940,1184,1252672
2024-12-22,GoogleAds_H2_2024,16557,2425.0,38652,1842,1306,1182,1791912
2024-12-23,GoogleAds_H2_2024,33478,3670.0,92568,1399,2097,747,1023390
2024-12-24,GoogleAds_H2_2024,64162,1824.0,46714,997,1542,455,235690
2024-12-25,GoogleAds_H2_2024,18535,6535.0,95903,5455,2498,915,1190415
2024-12-26,GoogleAds_H2_2024,32658,6739.0,115762,5934,395,259,409479
2024-12-27,GoogleAds_H2_2024,24969,5679.0,60621,4125,862,109,195110
2024-12-28,GoogleAds_H2_2024,23086,5480.0,47604,3909,2156,690,634110
2024-12-29,GoogleAds_H2_2024,61507,1546.0,96562,5220,339,1127,1844899
2024-12-30,GoogleAds_H2_2024,16864,2795.0,48532,3396,2473,265,346090
2024-12-31,GoogleAds_H2_2024,54585,5838.0,91187,1691,2496,972,708588
