date,campaign_name,impressions,clicks,ad_spend,website_visits,add_to_cart,purchases,revenue
2025-02-23,Zepto_H1_2025,72558,2837.0,97837,4265,2160,532,1041656
2025-02-24,Zepto_H1_2025,29635,5217.0,82228,6721,2629,966,1478946
2025-02-25,Zepto_H1_2025,61448,5530.0,121368,3077,3154,665,1006810
2025-02-26,Zepto_H1_2025,36464,8927.0,145897,7082,3211,1598,2473704
2025-02-27,Zepto_H1_2025,86475,8404.0,148386,3717,3324,1087,1052216
2025-02-28,Zepto_H1_2025,44836,6791.0,49915,6851,915,474,821916
2025-03-01,Zepto_H1_2025,82340,2134.0,133228,7241,1733,1837,1548591
2025-03-02,Zepto_H1_2025,27131,2575.0,85656,1583,1728,1285,2776885
2025-03-03,Zepto_H1_2025,61799,2080.0,53460,5539,2387,1885,3213925
2025-03-04,Zepto_H1_2025,34940,5758.0,135730,1220,3207,1221,2621487
2025-03-05,Zepto_H1_2025,60448,2282.0,145319,5481,1577,1188,1043064
2025-03-06,Zepto_H1_2025,44792,7721.0,100893,4988,2126,874,748144
2025-03-07,Zepto_H1_2025,31888,4561.0,46409,7278,3408,1842,2556696
2025-03-08,Zepto_H1_2025,45348,4905.0,40649,5159,2092,1511,2275566
2025-03-09,Zepto_H1_2025,48711,7138.0,73672,4410,596,1611,1573947
2025-03-10,Zepto_H1_2025,88917,4846.0,74786,2915,2471,1421,1800407
2025-03-11,Zepto_H1_2025,56232,4635.0,64943,6849,1236,396,470448
2025-03-12,Zepto_H1_2025,61645,4321.0,107792,3900,2183,1799,3932614
2025-03-13,Zepto_H1_2025,77753,8305.0,95052,4313,3245,296,267880
2025-03-14,Zepto_H1_2025,74991,2625.0,145873,2719,2852,1675,2519200
2025-03-15,Zepto_H1_2025,80097,2674.0,92158,3636,1308,1022,926954
2025-03-16,Zepto_H1_2025,79118,7532.0,146141,6990,3086,549,915732
2025-03-17,Zepto_H1_2025,54564,2310.0,52543,6646,599,471,857691
2025-03-18,Zepto_H1_2025,56617,4318.0,91524,5952,913,526,997296
2025-03-19,Zepto_H1_2025,63998,7803.0,135112,1586,1100,328,606472
2025-03-20,Zepto_H1_2025,79786,4144.0,80025,6264,2920,1565,2956285
2025-03-21,Zepto_H1_2025,76287,2389.0,79475,6303,1142,1465,2450945
2025-03-22,Zepto_H1_2025,86496,5960.0,59648,5590,1571,1603,2428545
2025-03-23,Zepto_H1_2025,89918,7890.0,93114,3943,544,1045,741950
2025-03-24,Zepto_H1_2025,87933,449590.0,55305,1867,3468,1315,2086905
2025-03-25,Zepto_H1_2025,65773,8844.0,56451,3470,1875,886,652096
2025-03-26,Zepto_H1_2025,76392,8646.0,111356,4404,740,593,970148
2025-03-27,Zepto_H1_2025,30134,3755.0,118241,6864,561,1521,1793259
2025-03-28,Zepto_H1_2025,64111,2514.0,92886,7295,2610,1191,1136214
2025-03-29,Zepto_H1_2025,61235,5775.0,44702,2648,783,1890,1636740
2025-03-30,Zepto_H1_2025,69078,4111.0,55812,5612,2696,1200,844800
2025-03-31,Zepto_H1_2025,43715,5567.0,87758,4577,710,577,958397
2025-04-01,Zepto_H1_2025,82574,8765.0,122290,7324,2479,488,872544
2025-04-02,Zepto_H1_2025,72371,7490.0,109300,6550,2030,1863,2969622
2025-04-03,Zepto_H1_2025,36732,2860.0,134687,3181,524,1324,1625872
2025-04-04,Zepto_H1_2025,56382,3798.0,136232,2007,3170,1237,1005681
2025-04-05,Zepto_H1_2025,49066,6568.0,66079,5484,2279,758,1661536
2025-04-06,Zepto_H1_2025,73480,1916.0,67296,4311,2079,1628,2173380
2025-04-07,Zepto_H1_2025,54764,5329.0,98090,4154,2050,403,363506
2025-04-08,Zepto_H1_2025,48124,5116.0,117516,7447,3207,934,1369244
2025-04-09,Zepto_H1_2025,57087,7759.0,72205,6384,1012,1912,2128056
2025-04-10,Zepto_H1_2025,45174,8297.0,127097,4974,3373,651,1095633
2025-04-11,Zepto_H1_2025,66243,7278.0,95451,7948,2791,225,282825
2025-04-12,Zepto_H1_2025,66948,8132.0,103105,4207,1029,1412,1824304
2025-04-13,Zepto_H1_2025,68960,2371.0,123955,4348,1956,418,910822
2025-04-14,Zepto_H1_2025,81569,1836.0,129250,7855,2103,1510,2970170
2025-04-15,Zepto_H1_2025,68680,5073.0,96378,4178,1775,910,1639820
2025-04-16,Zepto_H1_2025,86736,6870.0,119902,3021,1442,254,372110
2025-04-17,Zepto_H1_2025,74112,5858.0,77111,6751,2103,425,413100
2025-04-18,Zepto_H1_2025,62710,3379.0,121091,4291,769,654,779568
2025-04-19,Zepto_H1_2025,60059,6739.0,109100,6738,1523,899,1088689
2025-04-20,Zepto_H1_2025,68287,4601.0,54856,2627,3076,1643,2973830
2025-04-21,Zepto_H1_2025,83554,6400.0,111848,7300,2382,542,1068282
2025-04-22,Zepto_H1_2025,89181,8387.0,52669,1275,2342,1573,3400826
2025-04-23,Zepto_H1_2025,46818,6848.0,70529,4457,917,1602,3324150
2025-04-24,Zepto_H1_2025,35474,1800.0,74375,4566,2504,1513,2992714
2025-04-25,Zepto_H1_2025,85185,6187.0,148220,7642,2327,1013,1287523
2025-04-26,Zepto_H1_2025,58786,5108.0,126676,2279,3481,1678,1276958
2025-04-27,Zepto_H1_2025,21848,4280.0,82406,1338,3437,326,383702
2025-04-28,Zepto_H1_2025,0,7989.0,146469,4803,3400,1734,3767982
2025-04-29,Zepto_H1_2025,69442,8943.0,123068,2454,3479,553,642033
2025-04-30,Zepto_H1_2025,61959,5564.0,116035,7257,3230,1283,2327362
2025-05-01,Zepto_H1_2025,77061,7847.0,36319,3938,538,1523,1830646
2025-05-02,Zepto_H1_2025,47190,2719.0,113534,2044,2772,623,841673
2025-05-03,Zepto_H1_2025,48098,6775.0,80030,1202,520,1309,2525061
2025-05-04,Zepto_H1_2025,49610,7972.0,140189,5698,1198,839,830610
2025-05-05,Zepto_H1_2025,60426,8161.0,138731,3680,3002,660,1088340
2025-05-06,Zepto_H1_2025,29637,1852.0,91344,2724,3027,1590,2656890
2025-05-07,Zepto_H1_2025,28566,8986.0,42324,1398,705,205,207460
2025-05-08,Zepto_H1_2025,65105,6882.0,92288,5628,408,662,556742
2025-05-09,Zepto_H1_2025,36960,1993.0,58683,1251,2365,1386,2332638
2025-05-10,Zepto_H1_2025,46180,7409.0,93185,2555,2220,281,325398
2025-05-11,Zepto_H1_2025,30860,4601.0,134510,3118,704,1290,2372310
2025-05-12,Zepto_H1_2025,74569,8453.0,100003,2902,1896,706,1236912
2025-05-13,Zepto_H1_2025,42759,7351.0,111947,2543,3384,1995,4135635
2025-05-14,Zepto_H1_2025,78950,2752.0,90749,2369,1668,983,1326067
2025-05-15,Zepto_H1_2025,68420,2771.0,39927,6305,876,655,1418730
2025-05-16,Zepto_H1_2025,65041,4045.0,140907,5181,418,1670,2608540
2025-05-17,Zepto_H1_2025,49001,4018.0,101811,6780,1374,1649,2445467
2025-05-18,Zepto_H1_2025,74620,7219.0,145404,3087,479,1464,1629432
2025-05-19,Zepto_H1_2025,54761,8342.0,107756,5381,449,672,1289568
2025-05-20,Zepto_H1_2025,67009,6216.0,116611,6922,1800,1318,1026722
2025-05-21,Zepto_H1_2025,63846,2223.0,50209,2375,2298,890,867750
2025-05-22,Zepto_H1_2025,37177,8701.0,74223,3286,1482,549,397476
2025-05-23,Zepto_H1_2025,86440,7969.0,49329,4461,3019,603,940680
2025-05-24,Zepto_H1_2025,89574,1979.0,75538,7893,877,821,1380101
2025-05-25,Zepto_H1_2025,45727,7433.0,96681,1314,1106,469,398650
2025-05-26,Zepto_H1_2025,75375,8320.0,53019,6876,2519,868,1645728
2025-05-27,Zepto_H1_2025,81490,8510.0,145891,3099,1873,615,616845
2025-05-28,Zepto_H1_2025,37043,2379.0,146196,7867,2989,1281,1693482
2025-05-29,Zepto_H1_2025,27254,1795.0,57117,4112,3230,1324,1085680
2025-05-30,Zepto_H1_2025,32962,1510.0,125026,6517,1049,288,515520
2025-05-31,Zepto_H1_2025,59081,7106.0,140406,5207,2300,1817,2825435
2025-06-01,Zepto_H1_2025,45753,2006.0,118684,2110,2570,1599,2252991
2025-06-02,Zepto_H1_2025,64347,7188.0,31992,2366,2275,1484,2227484
2025-06-03,Zepto_H1_2025,56376,3283.0,67533,4096,1132,1695,3373050
2025-06-04,Zepto_H1_2025,74980,3293.0,132235,3470,1515,738,1603674
2025-06-05,Zepto_H1_2025,54245,5561.0,32212,5834,3147,1076,1611848
2025-06-06,Zepto_H1_2025,61569,8306.0,149203,4834,3397,319,523798
2025-06-07,Zepto_H1_2025,64084,6577.0,114424,5935,2674,703,1143078
2025-06-08,Zepto_H1_2025,59246,7824.0,148085,1878,3245,1730,3212610
2025-06-09,Zepto_H1_2025,49920,7575.0,97838,1495,1037,1886,2534784
2025-06-10,Zepto_H1_2025,56625,5699.0,-20000,3529,1422,1769,1954745
2025-06-11,Zepto_H1_2025,41734,6571.0,76828,7736,839,1117,1636405
2025-06-12,Zepto_H1_2025,32467,3064.0,91869,4747,794,1808,2093664
2025-06-13,Zepto_H1_2025,76492,2485.0,108532,3783,776,1964,2209500
2025-06-14,Zepto_H1_2025,84812,,66524,3712,3288,1514,2210440
2025-06-15,Zepto_H1_2025,45035,5808.0,96731,7457,2390,442,762008
2025-06-16,Zepto_H1_2025,47945,7460.0,124442,3973,2680,1471,1878467
2025-06-17,Zepto_H1_2025,68753,7153.0,43287,5530,3246,234,432666
2025-06-18,Zepto_H1_2025,22375,3214.0,140825,6016,1306,964,1451784
2025-06-19,Zepto_H1_2025,25142,4969.0,101273,4734,3128,942,1122864
2025-06-20,Zepto_H1_2025,24686,1606.0,139574,7338,744,1711,2747866
2025-06-21,Zepto_H1_2025,65273,5534.0,40136,5408,1349,1873,2221378
2025-06-22,Zepto_H1_2025,77207,7238.0,135557,1564,961,1762,3317846
2025-06-23,Zepto_H1_2025,23546,6124.0,120718,3429,2176,773,1319511
2025-06-24,Zepto_H1_2025,49142,4659.0,80690,4045,3083,1841,2851709
2025-06-25,Zepto_H1_2025,88067,6827.0,80433,4698,762,364,543088
2025-06-26,Zepto_H1_2025,25239,6711.0,107583,7920,3378,809,1321097
2025-06-27,Zepto_H1_2025,60263,4722.0,147859,6052,1150,1187,1779313
2025-06-28,Zepto_H1_2025,79381,7815.0,31604,3447,629,216,268704
2025-06-29,Zepto_H1_2025,24185,7269.0,97965,5662,2097,1080,2121120
2025-06-30,Zepto_H1_2025,67857,2395.0,109031,5555,1517,1136,1331392
